Age,MonthlyIncome,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
25,3424.0,0,180,2,1,854.0,1,65,4,1,1,21632.0,7,13.0,3.0,3,0,6,3,2,4,3,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
33,4037.0,0,586,1,3,855.0,1,48,4,2,1,21816.0,1,22.0,4.0,1,1,9,5,3,9,8,0,8,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
35,2559.0,0,1343,27,1,856.0,3,53,2,1,1,17852.0,1,11.0,3.0,4,0,6,3,2,6,5,1,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
36,6201.0,0,928,1,2,857.0,2,56,3,2,4,2823.0,1,14.0,3.0,4,1,18,1,2,18,14,4,11,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
32,4403.0,0,117,13,4,859.0,2,73,3,2,4,9250.0,2,11.0,3.0,3,1,8,3,2,5,2,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
30,3761.0,0,1012,5,4,861.0,2,75,2,1,4,2373.0,9,12.0,3.0,2,1,10,3,2,5,4,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
53,10934.0,0,661,7,2,862.0,1,78,2,3,4,20715.0,7,18.0,3.0,4,1,35,3,3,5,2,0,4,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
45,10761.0,0,930,9,3,864.0,4,74,3,3,1,19239.0,4,12.0,3.0,3,1,18,2,3,5,4,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
32,5175.0,0,638,8,2,865.0,3,91,4,2,3,22162.0,5,12.0,3.0,3,1,9,3,2,5,3,1,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
52,13826.0,0,890,25,4,867.0,3,81,2,4,4,19028.0,3,22.0,4.0,3,0,31,3,3,9,8,0,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
37,6334.0,0,342,16,4,868.0,4,66,2,2,3,24558.0,4,19.0,3.0,4,2,9,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
28,4936.0,0,1169,8,2,869.0,2,63,2,1,4,23965.0,1,13.0,3.0,4,1,6,6,3,5,1,0,4,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
22,4775.0,0,1230,1,2,872.0,4,33,2,2,4,19146.0,6,22.0,4.0,1,2,4,2,1,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
44,2818.0,0,986,8,4,874.0,1,62,4,1,4,5044.0,2,24.0,4.0,3,1,10,2,2,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
42,2515.0,0,1271,2,1,875.0,2,35,3,1,4,9068.0,5,14.0,3.0,4,0,8,2,3,2,1,2,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
36,2342.0,0,1278,8,3,878.0,1,77,2,1,1,8635.0,0,21.0,4.0,3,0,6,3,3,5,4,0,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
25,4194.0,0,141,3,1,879.0,3,98,3,2,1,14363.0,1,18.0,3.0,4,0,5,3,3,5,3,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
35,10685.0,0,607,9,3,880.0,4,66,2,3,3,23457.0,1,20.0,4.0,2,1,17,2,3,17,14,5,15,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
35,2022.0,1,130,25,4,881.0,4,96,3,1,2,16612.0,1,19.0,3.0,1,1,10,3,2,10,2,7,8,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
32,2314.0,0,300,1,3,882.0,4,61,3,1,4,9148.0,0,12.0,3.0,2,1,4,2,3,3,0,0,2,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
25,4256.0,0,583,4,1,885.0,3,87,2,2,1,18154.0,1,12.0,3.0,1,0,5,1,4,5,2,0,3,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
49,3580.0,0,1418,1,3,887.0,3,36,3,1,1,10554.0,2,16.0,3.0,2,1,7,2,3,4,2,0,2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
24,3162.0,0,1269,4,1,888.0,1,46,2,1,4,10778.0,0,17.0,3.0,4,0,6,2,2,5,2,3,4,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
32,6524.0,0,379,5,2,889.0,2,48,3,2,2,8891.0,1,14.0,3.0,4,1,10,3,3,10,8,5,3,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38,2899.0,0,395,9,3,893.0,2,98,2,1,2,12102.0,0,19.0,3.0,4,1,3,3,3,2,2,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
42,5231.0,0,1265,3,3,894.0,3,95,4,2,4,23726.0,2,13.0,3.0,2,1,17,1,2,5,3,1,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
31,2356.0,0,1222,11,4,895.0,4,48,3,1,4,14871.0,3,19.0,3.0,2,1,8,2,3,6,4,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
29,2800.0,1,341,1,3,896.0,2,48,2,1,3,23522.0,6,19.0,3.0,3,3,5,3,3,3,2,0,2,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
53,11836.0,0,868,8,3,897.0,1,73,3,4,4,22789.0,5,14.0,3.0,3,1,28,3,3,2,0,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
35,10903.0,0,672,25,3,899.0,4,78,2,3,2,9129.0,3,16.0,3.0,1,0,16,2,3,13,10,4,8,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
37,2973.0,0,1231,21,2,900.0,3,54,3,1,4,21222.0,5,15.0,3.0,2,1,10,3,3,5,4,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
53,14275.0,0,102,23,4,901.0,4,72,3,4,4,20206.0,6,18.0,3.0,3,0,33,0,3,12,9,3,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
43,5562.0,0,422,1,3,902.0,4,33,3,2,4,21782.0,4,13.0,3.0,2,1,12,2,2,5,2,2,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
47,4537.0,0,249,2,2,903.0,3,35,3,2,4,17783.0,0,22.0,4.0,1,1,8,2,3,7,6,7,7,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
37,7642.0,0,1252,19,2,904.0,1,32,3,3,2,4814.0,1,13.0,3.0,4,0,10,2,3,10,0,0,9,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
50,17924.0,0,881,2,4,905.0,1,98,3,4,1,4544.0,1,11.0,3.0,4,1,31,3,3,31,6,14,7,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
39,5204.0,0,1383,2,3,909.0,4,42,2,2,4,7790.0,8,11.0,3.0,3,2,13,2,3,5,4,0,4,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
33,2277.0,0,1075,3,2,910.0,4,57,3,1,2,22650.0,3,11.0,3.0,3,1,7,4,4,4,3,0,3,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
32,2795.0,1,374,25,4,911.0,1,87,3,1,4,18016.0,1,24.0,4.0,3,0,1,2,1,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
29,2532.0,0,1086,7,1,912.0,1,62,2,1,4,6054.0,6,14.0,3.0,3,3,8,5,3,4,3,0,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
44,2559.0,0,661,9,2,913.0,2,61,3,1,1,7508.0,1,13.0,3.0,4,0,8,0,3,8,7,7,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
28,4908.0,0,821,5,4,916.0,1,98,3,2,4,24252.0,1,14.0,3.0,2,0,4,3,3,4,2,0,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
58,2380.0,1,781,2,1,918.0,4,57,2,1,4,13384.0,9,14.0,3.0,4,1,3,3,2,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
43,4765.0,0,177,8,3,920.0,1,55,3,2,2,23814.0,4,21.0,4.0,3,1,4,2,4,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
20,2044.0,1,500,2,3,922.0,3,49,2,1,3,22052.0,1,13.0,3.0,4,0,2,3,2,2,2,0,2,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
21,2693.0,1,1427,18,1,923.0,4,65,3,1,4,8870.0,1,19.0,3.0,1,0,1,3,2,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
36,6586.0,0,1425,14,1,924.0,3,68,3,2,4,4821.0,0,17.0,3.0,1,1,17,2,2,16,8,4,11,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
47,3294.0,0,1454,2,4,925.0,4,65,2,1,4,13137.0,1,18.0,3.0,1,0,3,3,2,3,2,1,2,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
22,4171.0,1,617,3,1,926.0,2,34,3,2,3,10022.0,0,19.0,3.0,1,1,4,3,4,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
41,2778.0,1,1085,2,4,927.0,2,57,1,1,4,17725.0,4,13.0,3.0,3,1,10,1,2,7,7,1,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
28,2377.0,0,995,9,3,930.0,3,77,3,1,3,9834.0,5,18.0,3.0,2,1,6,2,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
39,2404.0,1,1122,6,3,932.0,4,70,3,1,1,4303.0,7,21.0,4.0,4,0,8,2,1,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
27,2318.0,0,618,4,3,933.0,2,76,3,1,3,17808.0,1,19.0,3.0,3,0,1,2,3,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
34,2008.0,0,546,10,3,934.0,2,83,3,1,2,6896.0,1,14.0,3.0,2,2,1,3,3,1,0,1,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
42,6244.0,0,462,14,2,936.0,3,68,2,2,3,7824.0,7,17.0,3.0,1,0,10,6,3,5,4,0,3,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
33,2799.0,0,1198,1,4,939.0,3,100,2,1,1,3339.0,3,11.0,3.0,2,0,6,1,3,3,2,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
58,10552.0,0,1272,5,3,940.0,3,37,2,3,2,9255.0,2,13.0,3.0,4,1,24,3,3,6,0,0,4,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
31,2329.0,0,154,7,4,941.0,2,41,2,1,3,11737.0,3,15.0,3.0,2,0,13,2,4,7,7,5,2,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
35,4014.0,0,1137,21,1,942.0,4,51,3,2,4,19170.0,1,25.0,4.0,4,1,10,2,1,10,6,0,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
49,7403.0,0,527,8,2,944.0,1,51,3,3,2,22477.0,4,11.0,3.0,3,1,29,3,2,26,9,1,7,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
48,2259.0,0,1469,20,4,945.0,4,51,3,1,3,5543.0,4,17.0,3.0,1,2,13,2,2,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
31,6932.0,0,1188,20,2,947.0,4,45,3,2,3,24406.0,1,13.0,3.0,4,1,9,2,2,9,8,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
36,4678.0,0,188,7,4,949.0,2,65,3,1,4,23293.0,2,18.0,3.0,3,0,8,6,3,6,2,0,1,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
38,13582.0,0,1333,1,3,950.0,4,80,3,3,1,16292.0,1,13.0,3.0,2,1,15,3,3,15,12,5,11,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
32,2332.0,0,1184,1,3,951.0,3,70,2,1,2,3974.0,6,20.0,4.0,3,0,5,3,3,3,0,0,2,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
25,2413.0,1,867,19,2,952.0,3,36,2,1,2,18798.0,1,18.0,3.0,3,3,1,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
40,9705.0,0,658,10,4,954.0,1,67,2,3,2,20652.0,2,12.0,3.0,2,1,11,2,2,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
26,4294.0,0,1283,1,3,956.0,3,52,2,2,1,11148.0,1,12.0,3.0,2,0,7,2,3,7,7,0,7,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
41,4721.0,0,263,6,3,957.0,4,59,3,1,1,3119.0,2,13.0,3.0,3,0,20,3,3,18,13,2,17,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
36,2519.0,0,938,2,4,958.0,3,79,3,1,3,12287.0,4,21.0,4.0,3,0,16,6,3,11,8,3,9,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
19,2121.0,1,419,21,3,959.0,4,37,2,1,2,9947.0,1,13.0,3.0,2,0,1,3,4,1,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
20,2973.0,1,129,4,3,960.0,1,84,3,1,1,13008.0,1,19.0,3.0,2,0,1,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
31,5855.0,0,616,12,3,961.0,4,41,3,2,4,17369.0,0,11.0,3.0,3,2,10,2,1,9,7,8,5,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
40,3617.0,0,1469,9,4,964.0,4,35,3,1,2,25063.0,8,14.0,3.0,4,1,3,2,3,1,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
32,6725.0,0,498,3,4,966.0,3,93,3,2,1,13554.0,1,12.0,3.0,3,1,8,2,4,8,7,6,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
36,10325.0,1,530,3,1,967.0,3,51,2,3,4,5518.0,1,11.0,3.0,1,1,16,6,3,16,7,3,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
33,6949.0,0,1069,1,3,969.0,2,42,2,2,4,12291.0,0,14.0,3.0,1,0,6,3,3,5,0,1,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
37,10609.0,1,625,1,4,970.0,1,46,2,3,3,14922.0,5,11.0,3.0,3,0,17,2,1,14,1,11,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
45,4447.0,0,805,4,2,972.0,3,57,3,2,2,23163.0,1,12.0,3.0,2,0,9,5,2,9,7,0,8,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
29,2157.0,0,1404,20,3,974.0,3,84,3,1,4,18203.0,1,15.0,3.0,2,1,3,5,3,3,1,0,2,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
35,4601.0,0,1219,18,3,975.0,3,86,3,2,3,6179.0,1,16.0,3.0,2,0,5,3,3,5,2,1,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
52,17099.0,0,1053,1,2,976.0,4,70,3,4,4,13829.0,2,15.0,3.0,2,1,26,2,2,9,8,7,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
58,2479.0,1,289,2,3,977.0,4,51,3,1,3,26227.0,4,24.0,4.0,1,0,7,4,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
53,14852.0,0,1376,2,2,981.0,3,45,3,4,3,13938.0,6,13.0,3.0,3,1,22,3,4,17,13,15,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
30,7264.0,0,231,8,2,982.0,3,62,3,3,3,9977.0,5,11.0,3.0,1,1,10,2,4,8,4,7,7,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
38,5666.0,0,152,10,3,983.0,3,85,3,2,4,19899.0,1,13.0,3.0,2,0,6,1,3,5,3,1,3,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
35,7823.0,0,882,3,4,984.0,4,92,3,3,4,6812.0,6,13.0,3.0,2,1,12,2,3,10,9,0,8,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
39,7880.0,0,903,2,5,985.0,1,41,4,3,3,2560.0,0,18.0,3.0,4,0,9,3,3,8,7,0,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
40,13194.0,1,1479,24,3,986.0,2,100,4,4,2,17071.0,4,16.0,3.0,4,0,22,2,2,1,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
47,5067.0,0,1379,16,4,987.0,3,64,4,2,3,6759.0,1,19.0,3.0,3,0,20,3,4,19,10,2,7,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
36,5079.0,0,1229,8,4,990.0,1,84,3,2,4,25952.0,4,13.0,3.0,4,2,12,3,3,7,7,0,7,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
31,2321.0,1,335,9,2,991.0,3,46,2,1,1,10322.0,0,22.0,4.0,1,0,4,0,3,3,2,1,2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
33,17444.0,0,722,17,3,992.0,4,38,3,4,3,20489.0,1,11.0,3.0,4,0,10,2,3,10,8,6,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
29,2404.0,1,906,10,3,994.0,4,92,2,1,1,11479.0,6,20.0,4.0,3,0,3,5,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
33,3452.0,0,461,13,1,995.0,2,53,3,1,4,17241.0,3,18.0,3.0,1,0,5,4,3,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
45,2270.0,0,974,1,4,996.0,4,91,3,1,4,11005.0,3,14.0,3.0,4,2,8,2,3,5,3,0,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
50,17399.0,0,1126,1,2,997.0,4,66,3,4,4,6615.0,9,22.0,4.0,3,1,32,1,2,5,4,1,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
33,5488.0,0,827,1,4,998.0,3,84,4,2,2,20161.0,1,13.0,3.0,1,1,6,2,3,6,5,1,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
41,19419.0,0,840,9,3,999.0,1,64,3,5,3,3735.0,2,17.0,3.0,2,1,21,2,4,18,16,0,11,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
27,2811.0,0,1134,16,4,1001.0,3,37,3,1,2,12086.0,9,14.0,3.0,2,1,4,2,3,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
45,3633.0,0,248,23,2,1002.0,4,42,3,2,1,14039.0,1,15.0,3.0,3,1,9,2,3,9,8,0,8,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
47,4163.0,0,955,4,2,1003.0,4,83,3,2,4,8571.0,1,17.0,3.0,3,0,9,0,3,9,0,0,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
30,2132.0,1,138,22,3,1004.0,1,48,3,1,3,11539.0,4,11.0,3.0,2,0,7,2,3,5,2,0,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
50,13973.0,0,939,24,3,1005.0,4,95,3,4,3,4161.0,3,18.0,3.0,4,1,22,2,3,12,11,1,5,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
38,2684.0,0,1391,10,1,1006.0,3,66,3,1,3,12127.0,0,17.0,3.0,2,1,3,0,2,2,1,0,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
46,10845.0,0,566,7,2,1007.0,4,75,3,3,3,24208.0,6,13.0,3.0,2,1,13,3,3,8,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
24,4377.0,0,1206,17,1,1009.0,4,41,2,2,3,24117.0,1,15.0,3.0,2,2,5,6,3,4,2,3,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
35,3743.0,1,622,14,4,1010.0,3,39,2,1,2,10074.0,1,24.0,4.0,4,1,5,2,1,4,2,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
31,4148.0,0,853,1,1,1011.0,3,96,3,2,1,11275.0,1,12.0,3.0,3,1,4,1,3,4,3,0,3,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
18,1051.0,0,287,5,2,1012.0,2,73,3,1,4,13493.0,1,15.0,3.0,4,0,0,2,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
54,10739.0,0,1441,17,3,1013.0,3,56,3,3,3,13943.0,8,11.0,3.0,3,1,22,2,3,10,7,0,8,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
35,10388.0,0,583,25,4,1014.0,3,57,3,3,3,6975.0,1,11.0,3.0,3,1,16,3,2,16,10,10,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
30,11416.0,0,153,8,2,1015.0,2,73,4,3,1,17802.0,0,12.0,3.0,3,3,9,4,2,8,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
